entry_date,strike_offset_dollars,spot,strike,annualized_vol,entry_option_price,budget,contracts,exit_date,exit_option_price,pnl,reason
2024-08-12,6,29.3700008392334,36,0.65,0.39034187044961133,201.03424700908926,5,2024-08-13,0.585512805674417,97.58546761240282,TARGET_50
2024-09-10,6,34.736900329589844,41,0.5624338992867342,0.44939345804376707,197.5688767087433,4,2024-09-16,0.6740901870656506,89.87869160875341,TARGET_50
2024-09-17,6,36.470001220703125,43,0.5513365489564318,0.44985368415779625,202.88710866307852,4,2024-10-08,0.6747805262366944,89.97073683155925,TARGET_50
2024-10-11,6,43.494998931884766,50,0.3673108680952372,0.19879192461325879,219.0611500001392,11,2024-11-05,0.2981878869198882,109.33555853729233,TARGET_50
2024-10-14,6,43.401973724365234,50,0.3677341313138708,0.19060666690381733,220.1974822183529,11,2024-11-05,0.285910000355726,104.83366679709954,TARGET_50
2024-11-07,6,55.869998931884766,62,0.9238084645299149,3.482117367674171,235.10225677532688,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2024-11-14,6,59.18999862670898,66,0.925205176860752,3.6041547571702566,233.8872911012684,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2024-12-09,6,72.4801025390625,79,0.6576349674059603,2.9126592319347075,243.98183669298993,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2024-12-11,6,72.50499725341797,79,0.66235837264706,2.9570495947943023,247.85064188473274,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-02-04,6,103.84100341796876,110,1.0039535359874836,9.127375671893425,247.2519424587179,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-02-05,6,101.3499984741211,108,0.9865147805095588,8.481374709099306,245.42327179601793,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-06-12,6,135.21499633789062,142,0.5378397916140804,5.439267478530454,243.86304091534464,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-06-17,6,138.22999572753906,145,0.5407528528710427,5.662459886776517,243.26682571188456,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-08-07,6,182.16000366210935,189,0.41465390947755487,5.734327977450974,255.4391819734432,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-08-11,6,182.69000244140625,189,0.41081341588504,5.876919911402126,257.5656906549734,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
