entry_date,strike_offset_dollars,spot,strike,annualized_vol,entry_option_price,budget,contracts,exit_date,exit_option_price,pnl,reason
2024-08-12,3,29.3700008392334,33,0.65,0.8981270289505696,201.03424700908926,2,2024-08-16,1.5717223006634968,134.71905434258545,TARGET_75
2024-09-10,3,34.736900329589844,38,0.5624338992867342,1.0227827211898326,197.5688767087433,1,2024-09-23,1.789869762082207,76.70870408923744,TARGET_75
2024-09-17,3,36.470001220703125,40,0.5513365489564318,1.0073167642456564,202.88710866307852,2,2024-10-08,1.7628043374298987,151.09751463684847,TARGET_75
2024-09-19,3,36.83000183105469,40,0.551031197354525,1.1204811025604968,208.66353485198889,1,2024-10-08,1.9608419294808694,84.03608269203727,TARGET_75
2024-10-11,3,43.494998931884766,47,0.3673108680952372,0.623632309324007,219.0611500001392,3,2024-11-05,1.0913565413170123,140.31726959790157,TARGET_75
2024-10-14,3,43.401973724365234,47,0.3677341313138708,0.6023932380312669,220.1974822183529,3,2024-11-05,1.054188166554717,135.53847855703503,TARGET_75
2024-10-15,3,42.43000030517578,46,0.3842873798235583,0.6389756269278415,217.92474271187302,3,2024-10-25,1.1182073471237226,143.76951605876434,TARGET_75
2024-11-07,3,55.869998931884766,59,0.9238084645299149,4.484909543869772,235.10225677532688,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2024-11-14,3,59.18999862670898,63,0.925205176860752,4.580482071204774,233.8872911012684,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2024-11-18,3,61.255001068115234,65,1.0306261149873093,5.523380337740786,232.58629630347167,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2024-12-09,3,72.4801025390625,76,0.6576349674059603,3.8999068410377333,243.98183669298993,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2024-12-11,3,72.50499725341797,76,0.66235837264706,3.9482964039094988,247.85064188473274,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2024-12-16,3,75.76000213623047,79,0.5464124646584472,3.319932961194006,245.84432044581155,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-02-04,3,103.84100341796876,107,1.0039535359874836,10.28726699696147,247.2519424587179,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-02-05,3,101.3499984741211,105,0.9865147805095588,9.61738258488473,245.42327179601793,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-02-11,3,112.63890075683594,116,0.9423334639022243,10.419105791253237,245.64601733941643,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-06-12,3,135.21499633789062,139,0.5378397916140804,6.571131826764699,243.86304091534464,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-06-17,3,138.22999572753906,142,0.5407528528710427,6.8023118637546105,243.26682571188456,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-06-20,3,137.3000030517578,141,0.5202524420161393,6.46483614277647,241.8358162909065,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-08-07,3,182.16000366210935,186,0.41465390947755487,6.899734508449285,255.4391819734432,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-08-11,3,182.69000244140625,186,0.41081341588504,7.069907930944225,257.5656906549734,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-08-13,3,184.32000732421875,188,0.418770042366763,7.1508239985835615,258.05864830035654,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
