entry_date,strike_offset_dollars,spot,strike,annualized_vol,entry_option_price,budget,contracts,exit_date,exit_option_price,pnl,reason
2024-08-12,5,29.3700008392334,35,0.65,0.5205687277480271,201.03424700908926,3,2024-08-14,0.9109952735590474,117.12796374330611,TARGET_75
2024-09-10,5,34.736900329589844,40,0.5624338992867342,0.5978781233499877,197.5688767087433,3,2024-10-04,1.0462867158624785,134.52257775374724,TARGET_75
2024-09-17,5,36.470001220703125,42,0.5513365489564318,0.5949525659825952,202.88710866307852,3,2024-10-08,1.0411669904695415,133.8643273460839,TARGET_75
2024-10-11,5,43.494998931884766,49,0.3673108680952372,0.29744611749905125,219.0611500001392,7,2024-11-05,0.5205307056233397,156.1592116870019,TARGET_75
2024-10-14,5,43.401973724365234,49,0.3677341313138708,0.28589623193699865,220.1974822183529,7,2024-11-05,0.5003184058897476,150.0955217669243,TARGET_75
2024-11-07,5,55.869998931884766,61,0.9238084645299149,3.793104278668963,235.10225677532688,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2024-11-14,5,59.18999862670898,65,0.925205176860752,3.9080215082840013,233.8872911012684,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2024-12-09,5,72.4801025390625,78,0.6576349674059603,3.2163803232178836,243.98183669298993,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2024-12-11,5,72.50499725341797,78,0.66235837264706,3.2622414216296285,247.85064188473274,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-02-04,5,103.84100341796876,109,1.0039535359874836,9.50139196462623,247.2519424587179,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-02-05,5,101.3499984741211,107,0.9865147805095588,8.84704920558265,245.42327179601793,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-06-12,5,135.21499633789062,141,0.5378397916140804,5.798519279207305,243.86304091534464,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-06-17,5,138.22999572753906,144,0.5407528528710427,6.024805711030467,243.26682571188456,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-08-07,5,182.16000366210935,188,0.41465390947755487,6.105103318957887,255.4391819734432,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
2025-08-11,5,182.69000244140625,188,0.41081341588504,6.256605689745641,257.5656906549734,0,,,0.0,SKIP_PREMIUM_TOO_HIGH
