timestamp,symbol,side,qty,price,pnl,entries,decline_from_open
2025-08-14 13:30:00-04:00,SOXS,BUY,0.9455370650529501,1322.0,0.0,1,-0.020740740740740726
2025-08-15 13:30:00-04:00,SOXS,EXIT,0.9455370650529501,1388.1000000000001,62.50000000000023,1,
2025-08-15 13:30:00-04:00,TSLA,BUY,3.792199923962809,329.8299865722656,0.0,1,-0.02317457829832381
2025-08-18 13:30:00-04:00,SOXS,BUY,0.9071717347013094,1379.0,0.0,1,-0.010760401721664259
2025-08-19 13:30:00-04:00,TECL,BUY,12.37621559172317,101.10990142822266,0.0,1,-0.04909339145057212
2025-08-19 13:30:00-04:00,TSLA,BUY,3.7953358151985017,329.7094116210937,0.0,2,-0.018108331901170116
2025-08-20 13:30:00-04:00,SOXS,EXIT,0.9071717347013094,1447.95,62.549491107655285,1,
2025-08-20 13:30:00-04:00,SOXL,BUY,50.269575788685245,24.864999771118164,0.0,1,-0.04768291115013623
2025-08-21 13:30:00-04:00,COST,BUY,1.2892553429909295,969.844970703125,0.0,1,-0.0192689384573812
2025-08-21 13:30:00-04:00,TECL,BUY,12.84414822753467,97.3499984741211,0.0,2,-0.006227037730222373
2025-08-21 13:30:00-04:00,TSLA,BUY,3.901456670885357,320.489990234375,0.0,3,-0.0046894713218167405
2025-08-22 13:30:00-04:00,SOXL,EXIT,50.269575788685245,26.108249759674074,62.49764952399346,1,
2025-08-22 13:30:00-04:00,SOXS,BUY,0.9342019705158624,1343.0,0.0,1,-0.09133964817320706
2025-08-25 13:30:00-04:00,TSLA,EXIT,11.488992410046668,342.94938217421236,187.6258499442729,3,
2025-08-25 13:30:00-04:00,COST,BUY,1.329577966992987,944.22998046875,0.0,2,-0.011236115917964029
2025-08-25 13:30:00-04:00,AMD,BUY,7.659715830119974,163.89999389648438,0.0,1,-0.010086448957293048
2025-08-26 13:30:00-04:00,SOXS,BUY,0.9394093882485179,1336.0,0.0,2,-0.01764705882352946
2025-08-26 13:30:00-04:00,MSFT,BUY,2.5160397022412786,498.8200073242188,0.0,1,-0.010974419885875553
2025-08-27 13:30:00-04:00,TECS,BUY,5.325843449110111,235.8999938964844,0.0,1,-0.01749276176702974
2025-08-28 13:30:00-04:00,TECL,EXIT,25.22036381925784,104.15482326721721,125.08678744427243,2,
2025-08-28 13:30:00-04:00,SQQQ,BUY,14.517131215578589,86.4939956665039,0.0,1,-0.01683436013986228
2025-08-28 13:30:00-04:00,SOXS,BUY,0.9585073927101703,1310.0,0.0,3,-0.006069802731411222
2025-08-28 13:30:00-04:00,COST,BUY,1.3252186643275177,947.5,0.0,3,-0.0029306715598329536
2025-08-29 13:30:00-04:00,SOXS,EXIT,2.8321187514745505,1395.9850077516537,188.26644367765766,3,
2025-08-29 13:30:00-04:00,SOXL,BUY,49.04386276884666,25.68000030517578,0.0,1,-0.05985722851600317
2025-08-29 13:30:00-04:00,AMD,BUY,7.744243823755093,162.6300048828125,0.0,2,-0.025058406192428495
2025-09-02 13:30:00-04:00,TECS,EXIT,5.325843449110111,247.69499359130862,62.81832185693543,1,
2025-09-02 13:30:00-04:00,SQQQ,EXIT,14.517131215578589,90.81869544982911,62.78223422251631,1,
2025-09-02 13:30:00-04:00,MA,BUY,2.135354103098213,589.2150268554688,0.0,1,-0.010753447356075752
2025-09-02 13:30:00-04:00,COST,BUY,1.3411174652716882,938.1599731445312,0.0,4,-0.0024774501738855648
2025-09-03 13:30:00-04:00,SOXL,BUY,51.89788794144577,24.2549991607666,0.0,2,-0.045454572750150524
2025-09-03 13:30:00-04:00,XOM,BUY,11.23361942829055,112.05500030517578,0.0,1,-0.01680267522169221
2025-09-03 13:30:00-04:00,AMD,BUY,7.817208386358485,161.02720642089844,0.0,3,-0.004653185585848707
2025-09-03 13:30:00-04:00,MSFT,BUY,2.501258204584065,503.260009765625,0.0,2,-0.0012403623602351699
2025-09-04 13:30:00-04:00,SQQQ,BUY,14.28254209735229,88.30900573730469,0.0,1,-0.014919644402716314
2025-09-05 13:30:00-04:00,SOXL,EXIT,100.94175071029242,26.194722230367613,125.91148196681524,2,
2025-09-05 13:30:00-04:00,AMD,BUY,8.274882176483487,152.07000732421875,0.0,4,-0.03214096200297256
2025-09-05 13:30:00-04:00,TECL,BUY,12.472607798568408,100.88999938964844,0.0,1,-0.03018359537146642
2025-09-05 13:30:00-04:00,MSFT,BUY,2.544005161053801,494.6379089355469,0.0,3,-0.028349928656237533
2025-09-05 13:30:00-04:00,MA,BUY,2.1661527064038117,580.9199829101562,0.0,2,-0.02443446102880431
2025-09-05 13:30:00-04:00,XOM,BUY,11.520290712368764,109.2300033569336,0.0,2,-0.0212365156773463
2025-09-08 13:30:00-04:00,BRK-B,BUY,2.5444394235156924,494.8999938964844,0.0,1,-0.008216445097225744
2025-09-08 13:30:00-04:00,SQQQ,BUY,14.65096541276073,85.94949340820312,0.0,2,-0.0034841343976449446
2025-09-09 13:30:00-04:00,AAPL,BUY,5.380796497897384,234.52859497070312,0.0,1,-0.01042786932192774
2025-09-09 13:30:00-04:00,MSFT,BUY,2.530784945858953,498.6400146484375,0.0,4,-0.005484752228119727
2025-09-10 13:30:00-04:00,TECL,EXIT,12.472607798568408,105.93449935913087,62.918069659244566,1,
2025-09-10 13:30:00-04:00,AMZN,BUY,5.459272710971013,231.1699981689453,0.0,1,-0.026714107475351523
2025-09-10 13:30:00-04:00,MA,BUY,2.179880570140201,578.9400024414062,0.0,3,-0.005479879777109953
2025-09-11 13:30:00-04:00,NFLX,BUY,10.532352301777255,119.72900390625,0.0,1,-0.0422944041262131
2025-09-11 13:30:00-04:00,SQQQ,BUY,15.060378342498984,83.73149871826172,0.0,3,-0.005564112196683957
2025-09-19 13:30:00-04:00,AAPL,EXIT,5.380796497897384,246.25502471923832,63.0975321237579,1,
2025-09-25 13:30:00-04:00,SOXS,BUY,1.1684664838013692,1077.8800048828125,0.0,1,-0.0393226337942848
2025-09-25 13:30:00-04:00,AMZN,BUY,5.803191569594971,217.02999877929688,0.0,2,-0.013500005548650607
2025-09-26 13:30:00-04:00,XOM,EXIT,22.753910140659315,116.15594139180094,125.85723108251113,2,
