date,equity,winning_positions,losing_positions,paused
2023-08-07 09:30:00-04:00,99999.37531234382,0,0,False
2023-08-08 09:30:00-04:00,100000.69059212698,1,0,False
2023-08-09 09:30:00-04:00,99840.47042691817,0,2,False
2023-08-10 09:30:00-04:00,99850.38394225798,0,2,False
2023-08-11 09:30:00-04:00,99870.88111120372,1,2,False
2023-08-14 09:30:00-04:00,100072.3305172953,2,2,True
2023-08-15 09:30:00-04:00,99966.52469407057,2,2,True
2023-08-16 09:30:00-04:00,99944.59607602826,2,2,True
2023-08-17 09:30:00-04:00,99694.71848294894,2,2,True
2023-08-18 09:30:00-04:00,99762.95612978056,2,2,True
2023-08-21 09:30:00-04:00,99876.4693585529,2,2,True
2023-08-22 09:30:00-04:00,99851.37955301646,2,2,True
2023-08-23 09:30:00-04:00,100042.61404234314,3,1,True
2023-08-24 09:30:00-04:00,99673.1415625515,2,2,True
2023-08-25 09:30:00-04:00,99718.41018724408,1,3,True
2023-08-28 09:30:00-04:00,99743.35588629814,1,3,False
2023-08-29 09:30:00-04:00,100014.89010999394,4,1,False
2023-08-30 09:30:00-04:00,100212.85390140215,5,0,False
2023-08-31 09:30:00-04:00,100048.28016373265,5,1,False
2023-09-01 09:30:00-04:00,100005.55710561179,4,2,False
2023-09-05 09:30:00-04:00,100057.33328970135,5,1,False
2023-09-06 09:30:00-04:00,99874.42839022698,2,4,False
2023-09-07 09:30:00-04:00,100072.20155772772,4,2,False
2023-09-08 09:30:00-04:00,100082.91956741454,4,3,False
2023-09-11 09:30:00-04:00,100291.37549689574,5,2,False
2023-09-12 09:30:00-04:00,100124.8354540731,3,4,False
2023-09-13 09:30:00-04:00,100284.72917643067,4,3,False
2023-09-14 09:30:00-04:00,100270.75417587435,4,4,True
2023-09-15 09:30:00-04:00,99731.44091555849,2,6,True
2023-09-18 09:30:00-04:00,99960.31217674476,2,6,True
2023-09-19 09:30:00-04:00,99913.82367710763,3,5,True
2023-09-20 09:30:00-04:00,99307.2260490241,2,6,True
2023-09-21 09:30:00-04:00,98934.57852441451,2,6,False
2023-09-22 09:30:00-04:00,98825.73464086356,1,7,False
2023-09-25 09:30:00-04:00,99189.91155267767,2,6,False
2023-09-26 09:30:00-04:00,98666.61599441084,1,8,False
2023-09-27 09:30:00-04:00,98874.7307331704,1,8,False
2023-09-28 09:30:00-04:00,99410.34152159086,2,7,False
2023-09-29 09:30:00-04:00,99205.87627550299,2,7,False
2023-10-02 09:30:00-04:00,99630.29037192033,3,6,False
2023-10-03 09:30:00-04:00,98818.12069175986,1,8,False
2023-10-04 09:30:00-04:00,99404.53365846442,1,8,False
2023-10-05 09:30:00-04:00,99537.52368396294,2,7,False
2023-10-06 09:30:00-04:00,100607.57645572939,6,3,False
2023-10-09 09:30:00-04:00,101311.55653001611,7,2,False
2023-10-10 09:30:00-04:00,101377.92471148177,6,3,False
2023-10-11 09:30:00-04:00,101689.9300053755,6,3,False
2023-10-12 09:30:00-04:00,101561.45335287334,6,3,False
2023-10-13 09:30:00-04:00,100684.8008210779,6,3,False
2023-10-16 09:30:00-04:00,101146.11269667908,6,3,False
2023-10-17 09:30:00-04:00,101495.39388779082,7,2,False
2023-10-18 09:30:00-04:00,100980.42166454639,7,2,False
2023-10-19 09:30:00-04:00,100554.780614008,7,2,False
2023-10-20 09:30:00-04:00,99719.42405932417,3,6,False
2023-10-23 09:30:00-04:00,100413.4948864983,6,3,False
2023-10-24 09:30:00-04:00,100853.9464473241,6,3,False
2023-10-25 09:30:00-04:00,99537.68020149958,2,8,False
2023-10-26 09:30:00-04:00,98763.02438943487,3,7,False
2023-10-27 09:30:00-04:00,98579.34776033461,2,8,False
2023-10-30 09:30:00-04:00,98819.28050446014,3,7,False
2023-10-31 09:30:00-04:00,99030.69297854521,4,6,False
2023-11-01 09:30:00-04:00,99897.43353321924,4,6,False
2023-11-02 09:30:00-04:00,100933.62030674932,5,5,True
2023-11-03 09:30:00-04:00,101598.85685076955,6,4,True
2023-11-06 09:30:00-05:00,101891.97231715248,6,4,True
2023-11-07 09:30:00-05:00,102272.29957552395,7,3,True
2023-11-08 09:30:00-05:00,102238.69297778181,7,3,True
2023-11-09 09:30:00-05:00,101813.10900698893,7,3,False
2023-11-10 09:30:00-05:00,103176.9598531118,8,2,False
2023-11-13 09:30:00-05:00,103191.79694969667,8,2,False
2023-11-14 09:30:00-05:00,103302.41464060289,8,2,False
2023-11-15 09:30:00-05:00,103141.9828587005,7,2,False
2023-11-16 09:30:00-05:00,103574.35077965996,7,2,False
2023-11-17 09:30:00-05:00,103671.46255278586,8,2,False
2023-11-20 09:30:00-05:00,104409.07297821341,8,2,False
2023-11-21 09:30:00-05:00,104227.21536828777,9,1,False
2023-11-22 09:30:00-05:00,104247.33600672276,8,2,False
2023-11-24 09:30:00-05:00,103940.98549050887,8,2,False
2023-11-27 09:30:00-05:00,104035.7912204302,8,2,False
2023-11-28 09:30:00-05:00,104211.96024196967,8,2,False
2023-11-29 09:30:00-05:00,103771.70656335197,9,1,False
2023-11-30 09:30:00-05:00,103473.2468884683,8,2,False
2023-12-01 09:30:00-05:00,103672.54857718787,7,3,False
2023-12-04 09:30:00-05:00,103221.76586861178,6,4,False
2023-12-05 09:30:00-05:00,103983.56420871837,7,3,False
2023-12-06 09:30:00-05:00,102852.69878778211,6,4,False
2023-12-07 09:30:00-05:00,103308.31591325637,6,4,False
2023-12-08 09:30:00-05:00,104043.34765888822,7,3,False
2023-12-11 09:30:00-05:00,104039.68659897338,6,4,False
2023-12-12 09:30:00-05:00,104647.2114856586,8,2,False
2023-12-13 09:30:00-05:00,105113.89489175193,9,1,False
2023-12-14 09:30:00-05:00,104777.25047682697,8,2,False
2023-12-15 09:30:00-05:00,105053.79225211748,8,2,False
2023-12-18 09:30:00-05:00,105664.381809017,9,1,False
2023-12-19 09:30:00-05:00,105851.46191821469,9,1,False
2023-12-20 09:30:00-05:00,105017.9432361883,8,2,False
2023-12-21 09:30:00-05:00,105193.6508092919,9,1,False
2023-12-22 09:30:00-05:00,105002.50389455113,9,1,False
2023-12-26 09:30:00-05:00,105150.66488733489,9,1,False
2023-12-27 09:30:00-05:00,105040.15769136141,9,1,False
2023-12-28 09:30:00-05:00,104923.9239763795,9,1,False
2023-12-29 09:30:00-05:00,104554.76391638353,7,3,False
2024-01-02 09:30:00-05:00,103724.82714624869,6,4,False
2024-01-03 09:30:00-05:00,103685.62754315582,7,3,False
2024-01-04 09:30:00-05:00,103588.48569799738,7,3,False
2024-01-05 09:30:00-05:00,103566.07985314274,7,3,False
2024-01-08 09:30:00-05:00,104979.9078500276,8,2,False
2024-01-09 09:30:00-05:00,105531.144638766,9,1,False
2024-01-10 09:30:00-05:00,106061.13159894157,7,3,False
2024-01-11 09:30:00-05:00,105837.78829734729,7,3,False
2024-01-12 09:30:00-05:00,105900.7398621033,7,3,False
2024-01-16 09:30:00-05:00,106041.90013983706,8,2,False
2024-01-17 09:30:00-05:00,106098.5339233812,8,2,False
2024-01-18 09:30:00-05:00,106513.69239333944,8,2,False
2024-01-19 09:30:00-05:00,107222.14165377659,7,2,False
2024-01-22 09:30:00-05:00,107003.94526508602,7,2,False
2024-01-23 09:30:00-05:00,107195.02926089457,7,2,False
2024-01-24 09:30:00-05:00,107405.59742145233,6,2,False
2024-01-25 09:30:00-05:00,107686.9797297213,6,2,False
2024-01-26 09:30:00-05:00,107719.09399018256,7,1,False
2024-01-29 09:30:00-05:00,108198.45158033629,7,1,False
2024-01-30 09:30:00-05:00,107813.2692969207,7,1,False
2024-01-31 09:30:00-05:00,107094.86630356863,7,2,False
2024-02-01 09:30:00-05:00,107450.76520245813,8,1,False
2024-02-02 09:30:00-05:00,108172.42244544593,8,1,False
2024-02-05 09:30:00-05:00,108053.16043433174,8,1,False
2024-02-06 09:30:00-05:00,109349.00124949342,7,1,False
2024-02-07 09:30:00-05:00,110269.93687285823,8,1,False
2024-02-08 09:30:00-05:00,110763.1723073515,7,1,False
2024-02-09 09:30:00-05:00,110925.20469869048,7,1,False
2024-02-12 09:30:00-05:00,110671.29809890337,8,1,False
2024-02-13 09:30:00-05:00,110713.19308096367,7,3,False
2024-02-14 09:30:00-05:00,110830.54068777777,9,1,False
2024-02-15 09:30:00-05:00,110950.25381421516,9,1,False
2024-02-16 09:30:00-05:00,110440.43582025912,9,1,False
2024-02-20 09:30:00-05:00,110002.33119216075,6,4,False
2024-02-21 09:30:00-05:00,109952.5231536672,6,4,False
2024-02-22 09:30:00-05:00,110450.73010371234,8,2,False
2024-02-23 09:30:00-05:00,110043.24081418698,7,3,False
2024-02-26 09:30:00-05:00,109626.48195506295,7,3,False
2024-02-27 09:30:00-05:00,109766.14379805012,8,2,False
2024-02-28 09:30:00-05:00,109614.25903264004,8,2,False
2024-02-29 09:30:00-05:00,109756.02356460749,8,2,False
2024-03-01 09:30:00-05:00,110396.48073064454,8,1,False
2024-03-04 09:30:00-05:00,110315.13789260329,7,2,False
2024-03-05 09:30:00-05:00,110095.95649976865,7,2,False
2024-03-06 09:30:00-05:00,110194.79903299842,8,1,False
2024-03-07 09:30:00-05:00,110797.96149429047,8,1,False
2024-03-08 09:30:00-05:00,109864.22687245526,7,2,False
2024-03-11 09:30:00-04:00,109475.40876518484,6,3,False
2024-03-12 09:30:00-04:00,110186.38041462249,7,2,False
2024-03-13 09:30:00-04:00,110056.15510050654,7,2,False
2024-03-14 09:30:00-04:00,109757.50174523868,5,4,False
2024-03-15 09:30:00-04:00,109472.29847251688,5,4,False
2024-03-18 09:30:00-04:00,109136.70692334906,4,5,False
2024-03-19 09:30:00-04:00,109504.38597267258,6,3,False
2024-03-20 09:30:00-04:00,110010.00894237145,6,3,False
2024-03-21 09:30:00-04:00,109297.9962476245,5,4,False
2024-03-22 09:30:00-04:00,109671.71461875972,6,3,False
2024-03-25 09:30:00-04:00,109803.24071640681,6,3,False
2024-03-26 09:30:00-04:00,109493.18131540969,6,3,False
2024-03-27 09:30:00-04:00,109096.09508594083,4,5,False
2024-03-28 09:30:00-04:00,108799.77384875336,4,5,False
2024-04-01 09:30:00-04:00,109180.61706144064,4,5,False
2024-04-02 09:30:00-04:00,109407.08052833857,4,5,False
2024-04-03 09:30:00-04:00,109986.91880857575,6,3,False
2024-04-04 09:30:00-04:00,108485.18877972203,4,5,False
2024-04-05 09:30:00-04:00,109206.739777762,5,4,False
2024-04-08 09:30:00-04:00,108999.78932981529,5,4,False
2024-04-09 09:30:00-04:00,108715.65522159016,3,5,False
2024-04-10 09:30:00-04:00,108993.84506791235,3,5,False
2024-04-11 09:30:00-04:00,109924.27213037226,4,4,True
2024-04-12 09:30:00-04:00,109614.20577361569,4,4,True
2024-04-15 09:30:00-04:00,108235.50440281702,3,5,True
2024-04-16 09:30:00-04:00,108258.44347802964,3,5,True
2024-04-17 09:30:00-04:00,107300.32296212953,2,6,True
2024-04-18 09:30:00-04:00,107007.6774240151,2,6,False
2024-04-19 09:30:00-04:00,105671.34644536323,1,7,False
2024-04-22 09:30:00-04:00,106078.81905636644,1,7,False
2024-04-23 09:30:00-04:00,106798.00772549401,3,6,False
2024-04-24 09:30:00-04:00,106145.3433071605,2,7,False
2024-04-25 09:30:00-04:00,107191.70571799629,3,6,False
2024-04-26 09:30:00-04:00,107759.36602252591,3,6,False
2024-04-29 09:30:00-04:00,107738.26508110276,2,8,False
2024-04-30 09:30:00-04:00,106792.54082757606,2,8,False
2024-05-01 09:30:00-04:00,106449.0105472038,2,8,False
2024-05-02 09:30:00-04:00,107054.47689578362,2,8,False
2024-05-03 09:30:00-04:00,107409.4838584637,3,7,False
2024-05-06 09:30:00-04:00,108523.5593193701,4,6,False
2024-05-07 09:30:00-04:00,107626.90163526818,3,7,False
2024-05-08 09:30:00-04:00,108079.21447445297,3,7,False
2024-05-09 09:30:00-04:00,107918.66916818623,3,7,False
2024-05-10 09:30:00-04:00,107598.37768331575,4,6,False
2024-05-13 09:30:00-04:00,107734.93063096047,4,6,False
2024-05-14 09:30:00-04:00,108409.66131521827,5,5,True
2024-05-15 09:30:00-04:00,108951.51655657362,6,4,True
2024-05-16 09:30:00-04:00,108680.10647544652,6,4,True
2024-05-17 09:30:00-04:00,108604.14061026307,5,5,True
2024-05-20 09:30:00-04:00,109055.15577899528,6,4,True
2024-05-21 09:30:00-04:00,109614.34661993013,6,4,False
2024-05-22 09:30:00-04:00,109366.69612351008,6,4,False
2024-05-23 09:30:00-04:00,108544.3902612178,6,4,False
2024-05-24 09:30:00-04:00,109027.49272160567,6,4,False
2024-05-28 09:30:00-04:00,109503.37414943537,6,4,False
2024-05-29 09:30:00-04:00,109727.46696625702,7,3,False
2024-05-30 09:30:00-04:00,109139.30305404079,5,5,True
2024-05-31 09:30:00-04:00,108841.93462642052,5,5,True
2024-06-03 09:30:00-04:00,108870.34599695739,5,5,True
2024-06-04 09:30:00-04:00,109225.62413308438,5,5,True
2024-06-05 09:30:00-04:00,110316.45079594133,6,4,True
2024-06-06 09:30:00-04:00,110352.69325986884,7,3,False
2024-06-07 09:30:00-04:00,110309.6769477801,7,3,False
2024-06-10 09:30:00-04:00,110678.82152052259,7,3,False
2024-06-11 09:30:00-04:00,111604.30573073606,8,2,False
2024-06-12 09:30:00-04:00,111867.48696547377,8,2,False
2024-06-13 09:30:00-04:00,111568.30979603261,7,3,False
2024-06-14 09:30:00-04:00,112150.37424008374,9,1,False
2024-06-17 09:30:00-04:00,112879.11316941434,9,1,False
2024-06-18 09:30:00-04:00,113083.46998205016,10,0,False
